order_id,customer_id,product_id,product_name,category,price,quantity,timestamp,region
08582e94-8a7c-47a7-ad4f-e2c9a66a4f83,630ee705-91de-4658-9a9b-d7d9a715679c,86174d9f-92f7-42a6-b4fd-dca60e82afd7,technology,Clothing,51.68,7,2025-07-11T10:57:32.944428,North
5ca41f50-34b8-4a1c-8d31-bfcd51b24518,3db192c0-2f86-42dd-8f8f-324e127ad9ce,0fd217f6-c128-4f46-9c77-fc25436ddd06,high,Books,6.06,6,2025-07-11T10:57:32.944428,West
3069f0ee-13ff-4f97-9127-050ec748b09f,00ef2dc9-8ac3-4192-acb5-83a21f013a37,94912354-4aa5-4658-bcfd-3a82cfff5005,increase,Clothing,59.69,2,2025-07-11T10:57:32.944428,South
a0aaead9-f255-4976-adb9-3bbd2b36487a,0f5ab2aa-2f87-4e79-abfe-124aa930756b,6afbb2c7-b184-40b8-95ab-2cdfdb47386a,fish,Electronics,88.38,5,2025-07-11T10:57:32.944428,North
eb493b15-4143-42af-a7d4-058426ba5a0a,083f21c0-0393-4028-b26c-6955c83b8940,85f32ed4-a6bb-468d-af57-7bbc2697b904,until,Electronics,59.35,1,2025-07-11T10:57:32.944428,South
57d16689-fdc3-4cfc-80d5-bebb074cb45a,4ee88645-c141-4ce2-a382-7144e12b6d95,f3af688b-e75d-4386-a57a-aeb273f03724,compare,Clothing,82.4,5,2025-07-11T10:57:32.944428,West
be227b2a-6323-41d4-b17b-10a16e80223f,b74b9bbb-2eba-4455-989d-862444dd3c9a,27fe99bf-5454-479a-bde6-c68335202886,discuss,Electronics,96.5,7,2025-07-11T10:57:32.944428,South
3417a08f-c8de-43c8-8d8c-aaff88f5280a,f8575e47-4630-44f3-8200-40f181af7afa,fce218ce-1710-48ad-889c-d8212b49b062,government,Electronics,3.83,5,2025-07-11T10:57:32.944428,West
664f6294-307d-479f-8c1d-fec5ad501703,f3b32a5e-ab6e-495b-8821-f4cc15514845,6df7c221-d28e-44a7-8dc1-31ea92863f5d,former,Books,29.82,9,2025-07-11T10:57:32.944428,West
200e2a74-ed19-4e54-8bee-7d1226a017e9,3fda527e-b684-4406-9dc0-32107b65d218,5fd0d635-f8c2-4010-9176-838171df8e61,line,Clothing,0.81,10,2025-07-11T10:57:32.944428,West
975645f9-e2d4-4cf8-8e8d-ed48a8f3b076,c4a0bd0f-cbb4-41b5-8fb8-f4801cee2eba,ae7007bb-70bd-46b3-bbd0-c2a710880061,pressure,Electronics,39.47,8,2025-07-11T10:57:32.944428,East
f9870474-6c95-4327-ae9f-16fb996dcd7d,906991f6-a1dc-4764-948b-2e7b3a3ac186,c154c297-0241-42d4-a8f6-1e0c805c1e55,up,Clothing,35.67,10,2025-07-11T10:57:32.944428,South
56320064-2df5-4093-93c5-6441fb9df246,5795e733-38a3-4ff1-9379-1408fe5dc65c,7efeccf9-6452-481d-8950-c1f728cde923,future,Electronics,90.51,10,2025-07-11T10:57:32.944428,South
80e15e55-08d5-4c46-8d54-37704a6ffa8c,52118402-1235-4ae1-be94-0d5e184d4042,9a0f2617-4366-4787-97d0-a1f37874fb43,character,Clothing,94.66,7,2025-07-11T10:57:32.945426,South
75423ad2-a899-4b63-aec1-892effbcef98,d02fb57f-bc1d-4d70-b194-ee87dc7db518,fa19139f-c51f-4f7b-a490-68c06dd8735f,local,Clothing,74.99,9,2025-07-11T10:57:32.945426,South
f64de1e8-05ab-474e-b6d1-dc912be29b0e,931eee85-22cd-404e-afb9-59a9d9711b3d,16223122-cb12-4bdd-8272-0caeeb16b5cf,upon,Electronics,43.99,1,2025-07-11T10:57:32.945426,North
a80136a6-7c0c-4fe4-9c05-3760fcf5c1df,73cdbeb0-6b5d-45ec-a761-1b5a8e5e5932,de28cf4a-335d-45e7-b06c-73ab7166c1bb,evening,Clothing,67.82,9,2025-07-11T10:57:32.945426,North
534356cc-8a9a-4b06-943e-44bae3641786,aa2cf416-f656-48cb-9f50-93dc9beead3d,aade4191-d171-42da-ac6e-15b333cbb072,voice,Books,83.01,4,2025-07-11T10:57:32.945426,South
df3d81f2-6ff6-4761-92f7-d6f47407f3ad,3849d158-1362-4a64-9e78-5136d9f2c13a,58f0dd91-47a9-4b08-8024-13bb58a7c391,leader,Clothing,67.19,3,2025-07-11T10:57:32.945426,West
5d82f7f0-d20d-4c82-a889-e1e7c89e0e0c,c1489d36-ff8c-40f4-842d-6703428661eb,eb10fe68-c21f-406c-a30f-dfd44a502f37,this,Books,99.74,4,2025-07-11T10:57:32.945426,South
e0bf6cb4-bca4-42cc-8695-782c0d195385,5c021abe-c57c-4a6a-8ea9-66414730b947,3546ac14-d3ed-4d81-a24e-76679c5cc68f,top,Clothing,99.63,7,2025-07-11T10:57:32.945426,West
20444595-651d-4049-90f4-5a397cc8ff6b,44ebf106-fe6c-4f39-b220-7adcf32c681a,1e5e1af5-3954-45c9-8ae7-9955a7e4fb30,along,Electronics,82.39,3,2025-07-11T10:57:32.945426,East
4ca2f25e-02d9-456e-a92b-40783904ffea,59ccd229-b264-416d-bf0a-aab8b374cadb,78c49504-5e05-4670-8715-05d764c3517e,check,Electronics,43.64,1,2025-07-11T10:57:32.945426,South
6dbae661-22d4-4ac9-b504-f59b3cd671a5,808cc62b-14cc-4dd6-872a-99ca47828f88,e5589ea0-a4a4-41ec-aaf9-68b812316511,put,Clothing,16.2,3,2025-07-11T10:57:32.945426,West
d59516e6-92f3-45b3-9bdf-d18936b70702,3fb89538-19bf-4c21-b9a7-a6c187eb1511,279e53c3-cff4-4f54-a799-61c66fa5a01a,realize,Clothing,14.81,4,2025-07-11T10:57:32.945426,South
105e4186-2716-40a3-a85d-0b1b10b21438,ea972ed6-3073-4892-80b6-eea8e231108e,67d32c30-7d9b-4e9c-aff7-14b5801b7433,next,Electronics,29.17,10,2025-07-11T10:57:32.945426,North
e029aa09-e4f4-4c1c-8aa3-22432c03f58f,af9f3508-c49b-4ca4-910f-9c89cbc860fa,5925f014-77c7-4e8e-9c90-4dc8c37fe27e,opportunity,Books,23.89,8,2025-07-11T10:57:32.945426,West
cdd03f3e-bdcb-49f3-9306-277b9f1993c5,ef29773d-dd5b-4b42-9b28-d619e250ea73,5ac739b6-e14c-47fe-ae10-2dfce5ed709c,forward,Books,74.08,10,2025-07-11T10:57:32.945426,East
6bfc25ca-5003-42d0-bc42-cc3a95242520,9549a6bc-6d6a-4113-a5e3-9d60046b319b,19711220-0d80-4676-8c53-469c7d827da6,group,Books,83.26,10,2025-07-11T10:57:32.945426,East
df798f60-0a30-406c-b9f8-4394edaceb09,14a11d5a-7218-40ec-983f-f1bb4cf3d7ed,2e478554-f925-4e73-bf51-7a78a76bf295,upon,Electronics,36.01,8,2025-07-11T10:57:32.945426,South
c8889630-f6b0-41ab-96f0-ab6308905c75,a11f2179-39f0-4285-9624-4e340be73b2e,ea403159-1213-4bfe-ac65-32d6d5a859da,continue,Electronics,18.55,10,2025-07-11T10:57:32.945426,South
230e1218-e6b3-4b4b-8b29-c677e83d3714,506a00e7-1cfb-4014-93af-094cd914cfb8,356b29d7-d7a0-4267-b054-c7e85cb23dad,concern,Electronics,46.47,1,2025-07-11T10:57:32.945426,North
c59e7f04-d8f9-4df4-a86d-8fd8170cc342,e647107e-69b1-412f-8842-b7bb1b89dce1,ab988ab7-8fef-4469-9d63-3b7327f44247,east,Books,92.88,6,2025-07-11T10:57:32.945426,West
799c6eb8-a159-4c72-97e4-54ffc76e687b,8e5692f3-7978-47b5-9033-b065a53693ee,5c16f105-c3bf-4b96-b1e1-298197f7695b,various,Clothing,50.44,3,2025-07-11T10:57:32.945426,North
6b0d3272-d849-48db-b76b-87f0820f721a,472e108c-ebc7-48dd-93a8-f0196f929233,53b4689e-acb8-4925-9b9c-b3243e963916,play,Electronics,5.85,9,2025-07-11T10:57:32.945426,West
afafae40-ad2f-4d06-8f1c-8e7892b63715,3ddc9043-14e4-4f76-88a1-7ac991f99e28,398263e5-30cf-4bda-8508-89bbe6b401e2,game,Clothing,46.91,3,2025-07-11T10:57:32.945426,West
1b72ed75-08ea-4165-b94a-4eeb7f73d424,144940ca-e32f-42a6-877d-cbed6f6a16c3,f0b036c4-7d64-4198-b668-b60a5a383406,also,Books,91.31,4,2025-07-11T10:57:32.945426,West
ffa1574e-7cd8-4047-9c3f-5cad672f7d97,bab6ea11-3623-47c7-934a-03106b5f5dc1,5988a1e9-abb1-405b-afc5-ec82579ad7ae,oil,Electronics,54.99,3,2025-07-11T10:57:32.945426,North
eddff9ed-0cf2-4ce3-9be1-1562d26114b9,00c452cf-10e4-4c27-9cbe-d714e93276a4,9d214bff-1a9d-442c-a7e7-e1bb4764b6db,often,Books,58.58,4,2025-07-11T10:57:32.945426,East
f583c2ab-d733-4fae-b89a-52f5d71ef1e9,e2dc9d91-d937-4bd8-a619-746a297b84a5,562a3d49-7ab1-4f0b-8bbc-b41001522a44,Democrat,Books,68.3,4,2025-07-11T10:57:32.945426,North
8c5c16f4-2ef7-40c6-a3b3-2c07a42f9926,d6edb162-c223-4dff-9f33-df75c0faa4e7,807dd8cb-f7d9-4027-a5fa-e2f236e3da45,official,Electronics,99.4,6,2025-07-11T10:57:32.945426,South
c57cd52d-bb41-483d-ab70-efb1af9db656,757d256f-daba-43cf-809b-7fb96aaf5bea,507bfa1c-8b6b-46c0-85f5-fbabbec02c48,arm,Books,11.09,1,2025-07-11T10:57:32.945426,North
a5917a77-28ec-463b-afec-43554ec149b9,4e45b16c-f228-4a4c-8297-efcfe9407be7,9cfd1ed9-dc47-46c6-a438-fd52739f9590,hand,Clothing,77.42,1,2025-07-11T10:57:32.945426,East
110cf430-a439-4275-b257-2cd8d2547b7a,84ee8efe-aa16-458a-8381-6ddb0a5e8dc1,5d51f29e-9420-4e7e-a98c-1d6d7b17b8cb,amount,Clothing,61.49,2,2025-07-11T10:57:32.945426,North
6056a80a-8878-4c24-b32f-a20b4f909e08,2f9abafa-a8e8-423b-9065-5e837e33898f,1c4f0918-6a18-4316-ab27-d0786e658b04,focus,Electronics,34.15,2,2025-07-11T10:57:32.945426,South
6b84de9e-0081-4e30-a131-86dbd3d1091a,5d77d1d9-3282-4b9d-8568-35e4c56221f6,2ee05e47-0489-4942-8fc3-33e69c639eff,hot,Clothing,71.82,6,2025-07-11T10:57:32.945426,West
a6134152-e25f-423a-bc13-05bae1fe04ea,6970bb93-6c88-46f3-8eca-ec6168f38dc4,c0d43e33-cb8e-4f4a-908e-393195db9089,magazine,Books,82.61,3,2025-07-11T10:57:32.945426,East
27408458-5c7e-40ef-ab80-e8f04aced1fa,c39f3b23-8516-4591-89d9-1b1ef92876af,b6dc117c-756e-44ab-b55f-a25e67b45128,speech,Clothing,72.6,8,2025-07-11T10:57:32.945426,East
1650c84b-05b7-4d72-9737-e22c85a9147d,33910803-32d1-4f1d-870a-a96d1eea4f36,bb4d99f9-ae29-440c-98d1-cb2770dce5d4,unit,Electronics,98.46,9,2025-07-11T10:57:32.945426,West
e8fea991-1d64-4494-8476-449058eeaab0,99cbf5eb-9907-4dd5-a67a-f691dd1daf49,4d767415-7fed-4ea8-a274-012adcb0353d,cause,Electronics,56.79,8,2025-07-11T10:57:32.946426,East
c04cb2b6-87f6-4113-90d5-21976d5dfc3a,39033595-fd5a-4db3-b80e-24bf6bc5aa87,db3e4c3e-45d2-4c9f-9116-b65271aeb88b,man,Electronics,35.06,10,2025-07-11T10:57:32.946426,South
f00995b9-85c5-4297-a4c4-087b8c70f4ca,c1be9d49-0ee0-49d6-a073-67dc6df24896,0e223fb4-e38a-4217-9b77-39875ab6b024,pass,Books,96.99,9,2025-07-11T10:57:32.946426,North
d3983400-fce4-4919-9dda-fa5a1623c9ad,d47e6227-818d-408b-a1a5-2bef84904f25,da24c33e-3340-4128-a4b9-00f94d4011e2,choice,Clothing,83.86,9,2025-07-11T10:57:32.946426,West
9f23c17c-76e1-425c-b64e-938ef6a8699e,01e471ca-c0e2-4b6d-9291-5f76e186ef5f,f7554a90-3223-4adb-b7e8-7e44256deb38,down,Books,17.39,6,2025-07-11T10:57:32.946426,South
3f117b95-f66a-45cc-9dba-6eb3fa95867c,ef314e29-3e30-400a-bd59-e8f3f7318f53,67619184-bf23-4832-a102-7de03d9c2a05,young,Electronics,36.11,3,2025-07-11T10:57:32.946426,East
a4601d63-8dc9-40f5-8ef0-5c08facaa296,2806ffbd-bf79-4ed4-a229-fb456c8f7763,ac063e74-c634-49ec-b2e1-e64318e7a0f8,number,Electronics,46.42,2,2025-07-11T10:57:32.946426,South
2e1051a4-b2ef-45cd-9c3a-34d86d57eb81,1b74a7d6-a7f0-4110-ae44-81b97258408e,993512ff-a3c5-4695-aeac-65abcfb40585,pick,Electronics,16.51,6,2025-07-11T10:57:32.946426,North
91b59577-1eea-4397-8130-3cd21509c675,58c55c35-fc88-48d5-9bfb-232012a90264,a04618b2-947a-4379-9a49-21b97346a87f,out,Books,15.69,9,2025-07-11T10:57:32.946426,South
ba7405c6-1e33-4a67-941b-bb410f18f23d,1e3d59e8-9001-49f2-9732-ae30312c5747,870f5d3d-c37a-48af-b6bc-27f68078a4a7,community,Books,17.49,2,2025-07-11T10:57:32.946426,North
f4e9916d-510c-42b6-829f-e5934735b415,112980f6-6dd6-4aa8-8c95-976917b60061,d7bef2ee-55d7-4328-9da2-a89941a2ab54,police,Clothing,76.76,3,2025-07-11T10:57:32.946426,East
9f2c83de-9aab-48d8-a9a0-f71d5a0eae5d,0f383aad-53e7-4a85-9f4d-bde03eb42b7b,d1b1fdcf-7565-4ca0-9c5a-99d1f736f083,look,Electronics,91.37,1,2025-07-11T10:57:32.946426,North
7da4d453-31eb-496a-a704-b596454594f1,c0123b7a-84a9-4a34-bf23-54a75cc69b51,7c5490f2-6bd1-4724-9972-f212d4f51b1a,force,Electronics,30.69,2,2025-07-11T10:57:32.946426,North
dca81ea5-c858-4404-8cf8-c566885d52d2,7e035dcf-0cb6-4e8f-8e19-73e6e0bce293,c25fb5b8-8cf8-47b9-93a7-0587fdfa490e,understand,Clothing,19.2,6,2025-07-11T10:57:32.946426,North
c457db5b-427e-49f1-bdb5-6a36ada44a12,995cdd37-3b24-49fd-a172-38f7aa27bc2c,54090f36-f0a7-4af3-aacd-430380ba1943,federal,Books,17.71,1,2025-07-11T10:57:32.946426,West
cfe6629f-bda1-42d4-b4df-2ec41ac045b6,de93231f-f456-43cc-ad2b-36035cc6574a,81fa0a5c-aecf-439b-982b-b548d1535889,listen,Books,98.83,2,2025-07-11T10:57:32.946426,West
b8ce19cd-f1fa-4201-bf4b-aabe98d15a13,91d5b271-3497-41d3-a2d1-221f98986d9e,40fa5247-261d-4766-a8e5-9ee37775a80c,degree,Electronics,21.05,5,2025-07-11T10:57:32.946426,North
0a52ddf6-db2f-4fa2-98fc-659ec0eed00e,278a46af-7bdf-4ef1-bba2-7c932762748e,0215cf30-530d-468e-a967-81eabf4890c1,huge,Books,86.82,7,2025-07-11T10:57:32.946426,North
35198d5e-6b80-4456-b2e9-42365c72b048,5b25dee1-caf1-47d9-9baf-0c71d12714bc,5b0ed55a-3a10-4a93-bf21-2caa255b1812,movie,Electronics,39.58,10,2025-07-11T10:57:32.946426,East
5be9644a-ae98-45fe-8163-45c9112d57c8,e34cbaf3-f939-42f7-b126-ec23ae0f4854,ac0e990a-e8f8-483d-a130-5b794da6da47,look,Electronics,23.5,2,2025-07-11T10:57:32.946426,North
0213484d-262c-4831-b1eb-1b2bbbdfd7b2,275a17e1-8b75-474b-8f5e-2ff98a678756,cc1f513e-4d44-46c2-b5f0-4e766acacf5c,call,Clothing,91.58,1,2025-07-11T10:57:32.946426,North
1801b598-f808-4fb4-a2c4-56ef7adf92c0,65ae4129-a4ce-49cc-a62b-9a94fc04cce7,c8c6ad31-72cf-42ee-a272-bdd1c1785857,month,Books,94.35,4,2025-07-11T10:57:32.946426,West
fea99abc-16a3-4d66-8416-c1b8c6d02c84,393be75e-0676-4cea-9fd3-8242592fcd62,325eaa92-dbd9-4af7-a392-ab04876a176b,speak,Electronics,59.68,8,2025-07-11T10:57:32.946426,South
bdedd02c-186f-4372-87c9-35ba436daab4,2721703d-9ec6-4dc1-ba99-59a5f60336ce,919d83c6-981a-4477-bcd0-bafc5ea664a7,account,Clothing,65.68,10,2025-07-11T10:57:32.946426,North
22109f8b-f920-4066-ad88-17fd1b9b7e80,90d5a328-0608-4bd1-ae34-d30aecdd9165,06012745-d4c7-4814-8d43-69fe1653a678,attorney,Books,95.07,10,2025-07-11T10:57:32.946426,East
868ecf0a-7482-4b46-813d-311b5cb3593e,f898c2c9-ed6b-4348-ae0a-1ce98494ab96,c148d699-bd7d-4b28-9e1f-b9807e27625c,particularly,Electronics,93.36,5,2025-07-11T10:57:32.946426,East
3568a1ab-f774-4659-84e5-6e9e817fc089,a7f10c1b-bb50-420d-9148-b04ab8a54f0f,6c20b661-efd3-4f8b-85b2-368887646f26,house,Books,51.68,8,2025-07-11T10:57:32.946426,East
aee99385-5bdf-473c-8190-09db47c2a6b8,b65bd7b1-ed3e-4b6e-815a-f06a79a6e340,cf6602a8-5690-4957-b179-f1fa35434526,avoid,Clothing,90.5,2,2025-07-11T10:57:32.946426,South
0fa26984-2f2f-4886-a673-24c264caf358,f3156e1d-ed55-43a2-a9d0-6a52f49de9ff,da48f1f7-2d49-485d-b700-ab25cdbd2870,after,Electronics,38.45,1,2025-07-11T10:57:32.946426,North
bb29cc7d-8482-40a3-9346-952d64383c3d,b658a9d3-8d54-431a-818b-9dfef9be5279,b6a8c30d-8bb1-417e-82c0-58bf6290042d,child,Electronics,17.26,3,2025-07-11T10:57:32.946426,North
2d0e0d22-598c-400f-a3de-547310c1d64d,ca5195f5-641c-4dc7-8d76-f74232e81b55,b0034172-335f-4bd6-931a-b013841d94fd,today,Books,49.73,10,2025-07-11T10:57:32.946426,South
2b0f4888-6094-48d1-a955-d3106e0d1a3a,bb25ec1d-dce1-45c3-a865-8b13bd5f9328,b1d31c04-2686-46b8-a5f8-d02e852541d2,oil,Electronics,73.84,6,2025-07-11T10:57:32.946426,East
3d753772-4714-4f94-880e-00cb8a2bbd5c,3a591204-4df6-4712-8af4-209e9541b229,67bfa778-64f1-4111-b8f5-e5d749a4cb59,add,Books,25.53,9,2025-07-11T10:57:32.946426,South
842ed877-6394-4275-a327-13f7de492264,15690589-fe4e-40b5-b519-dbde4f749432,8e990cfe-f88a-4d01-a942-6b1c53c65b75,set,Clothing,3.28,9,2025-07-11T10:57:32.946426,West
564275dd-1379-4d5e-9424-f78cd4971314,945104e0-a733-4b11-8659-faa4a4d2e7b4,c0e42096-cd2a-4aa6-9f65-24333358b8c3,north,Electronics,36.1,7,2025-07-11T10:57:32.946426,East
40f7644c-3eca-4870-8a05-557c5dd8dd95,68e15225-bce3-4548-aed0-bdeb7e4ba00a,ad1b4787-3731-491d-939d-6a3679e8925c,might,Books,62.76,10,2025-07-11T10:57:32.946426,West
e60a7436-3c8c-42e7-9976-2a1c88f4ed0e,302c5454-e960-4f13-acd5-164b26c81b90,88582f3e-16b0-4deb-860f-f1363ca895b0,authority,Electronics,98.31,1,2025-07-11T10:57:32.947427,North
c5937f1b-77c4-4ae0-949e-616db441ebeb,67b2ee8c-4780-4970-8ccc-a05100e6ec97,2a736c31-45cb-4f6d-bab4-c8fd6168b471,play,Electronics,88.41,7,2025-07-11T10:57:32.947427,North
359c9a28-337d-4636-9f0a-1993b5b2aa41,53c6a13a-44e0-43c2-8515-9228a8dd0b8b,aef8124b-06c7-4da7-8e81-78cc591c5e5e,talk,Electronics,23.77,5,2025-07-11T10:57:32.947427,South
06055914-8060-4108-923f-70d6e4215309,09fc1f82-8ce3-4a75-b024-5f0c8a18efcd,27a8db79-f75b-42bd-876e-7dbe29a28c97,behind,Electronics,59.6,8,2025-07-11T10:57:32.947427,North
ac15c693-42dd-4e78-89ca-598cf75f6d0b,d7b2bed4-6fae-42df-8f63-291135178d90,09417630-9bb2-47a7-a903-ad52e9f143f2,Mr,Books,49.54,7,2025-07-11T10:57:32.947427,North
7562a4c9-5220-47ca-b276-a824a829005f,e6ab09cb-c430-423f-a075-43625f665ff2,63fd60ab-7ec7-465a-b9ce-4e82318aa924,budget,Books,25.28,6,2025-07-11T10:57:32.947427,North
f6e8c2b2-971c-4dc5-b180-aec96cefca1c,47a78b13-fb8c-4566-99f1-52364ef18967,899e0581-3579-4aad-81e0-030d1fcd9630,free,Clothing,59.49,3,2025-07-11T10:57:32.947427,East
e511672f-94da-4418-a631-3298fd97262c,a29ba40b-fe9c-4347-9436-48b6d9cc6d20,53d8c0eb-14fa-4a81-9b1a-114ee58d3088,blue,Books,18.48,5,2025-07-11T10:57:32.947427,East
183a57ec-24bc-4dbd-b8c7-accec74b12f9,fe69c936-e6f6-44fa-8e90-4106fccdd708,28ba2f2d-7aab-4d26-ad09-ee4f96a8b0f1,structure,Clothing,67.16,8,2025-07-11T10:57:32.947427,East
312fb74a-b876-4233-82f6-f60cbe3b8470,a48184c6-48c6-46cc-a4f4-f2b9fa3a35ef,923bd1fc-7856-4f69-a297-377f7fc19f6d,than,Clothing,23.83,7,2025-07-11T10:57:32.947427,North
cc2548b8-c252-43ad-926b-ff48961adb9f,46cb3892-c30a-4ae5-8096-555f0178cafa,b9a35874-59cc-47d6-b0d6-535b80fd473e,others,Electronics,98.57,2,2025-07-11T10:57:32.947427,West
6bc4e281-cc30-4d24-a596-c46667dbe3d4,5a6504bc-06bc-4de9-8beb-6efba964a8d1,eb30c280-105d-4b1d-bcee-b1c21a4c901e,ok,Electronics,26.7,5,2025-07-11T10:57:32.947427,West
23b080c8-81cc-485c-879a-44106355765a,2c459e85-1899-4d6d-8730-7e9218a82612,a22c79ea-e32e-4d01-830a-8c5590474f10,pull,Clothing,85.84,2,2025-07-11T10:57:32.947427,East
ee4128b5-b0ef-49a9-9b26-080743768752,51d4883e-ef5b-4477-82e9-072c8f3763ba,f436b5a0-6c8d-43da-b235-ee17d9e25ae7,ability,Electronics,34.74,6,2025-07-11T10:57:32.947427,South
62614fbb-20b0-464e-a8b9-cec597e95d15,a716494b-9967-4727-be4d-65804afa2567,f7b7ebbb-46bc-4dba-bd51-f8441f207e3d,cut,Electronics,91.85,9,2025-07-11T10:57:32.947427,North
5f1ca954-bf38-4d28-8299-9b6d26ff060f,62718a10-59c2-4c74-9e2b-9039a630a0c5,1338bb10-f194-442b-9c72-24bbbe199c1e,I,Electronics,92.81,7,2025-07-11T10:57:32.947427,North
e1c8bbd6-f060-4f82-af8e-13b36c557556,533bc7c8-2cf9-4553-a21a-5631b5670396,bddb21d5-aed8-440f-a17d-43d1238cdcd6,film,Electronics,33.18,6,2025-07-11T10:57:32.947427,West
70c21018-3650-44b5-a692-75751e37ebdc,cacb47ba-9975-4ed9-a64f-b1a5ea3558cd,c3156220-7bd3-4670-a41b-668afb3774b6,they,Books,71.81,5,2025-07-11T10:57:32.947427,North
e421c980-5f63-40fd-bd00-9e0fb8ce3e19,fc248b3d-3719-48d9-b541-4d690611cf61,e5086bba-6117-4d2e-8a3e-14ddc3de6fd7,throughout,Books,26.91,10,2025-07-11T10:57:32.947427,North
ccd8a234-2c4d-43fb-a803-734f270ea273,855dc9d1-3106-4b92-9bb2-4d659d8e4e9b,1870f659-3e02-49aa-9d39-260d9371fb5d,them,Books,22.71,10,2025-07-11T10:57:32.947427,West
3e330643-958f-416d-81a2-8129450e2852,18d166ea-2130-4810-9572-4a5e92f13672,92857080-1dd6-4f03-996a-e4003bce8dbc,dinner,Clothing,46.1,2,2025-07-11T10:57:32.947427,South
947d44e5-93fa-4661-94c6-a1e93ca15f57,9872d3b8-9085-43ae-8009-8fd3f3d54553,6454c45a-1364-4787-aac9-2a8526f3556d,bag,Clothing,23.96,10,2025-07-11T10:57:32.947427,West
1854427e-89f5-41eb-9c83-427fc3d9a584,7532f1ad-7138-4f9e-ae3c-856c849098ab,79936701-00fd-4c27-818f-81f58399749e,fear,Electronics,37.58,7,2025-07-11T10:57:32.947427,West
7d46b32d-1fc8-487d-a6c7-18223b53d968,051654d9-9508-476c-a138-8f33f2072480,845a9b62-a790-4209-a029-d1d3ee0f3b66,shoulder,Clothing,41.7,10,2025-07-11T10:57:32.947427,East
944ec3f6-72f9-4d1c-ae28-7eb77643b5e8,101daf73-8460-4ee1-a8dc-2053a7b1683c,a7016a11-d1cc-450b-9060-09775ad68794,once,Books,88.1,2,2025-07-11T10:57:32.947427,West
800e2851-1ea4-4537-94c9-fc7ad5fb0095,5cef6156-b401-410c-8cd2-aea74368df03,a5cb9548-d0e5-4c73-8039-33a882b7bd85,rather,Clothing,6.6,4,2025-07-11T10:57:32.947427,West
5c722500-2296-4b51-b4a8-a13d7cfeaede,2a2c2d44-fc42-4800-aa9c-8bdc7aeba579,8ed14d0c-9106-4947-b4dd-34b2301ff990,system,Electronics,59.94,10,2025-07-11T10:57:32.947427,North
0eda0242-c1aa-40f0-a06e-ce9d53962d08,66d4ae8b-7065-447e-a111-d4f62ebcea17,36789386-1440-4b1b-bfd6-89a657fed678,compare,Clothing,12.84,9,2025-07-11T10:57:32.947427,South
06396f73-8d29-4c98-9425-e17c94b7760b,8034a6f2-1411-43af-b36e-5b32b589e255,45e834b5-3919-4060-bac0-b3879ba46503,others,Electronics,47.78,4,2025-07-11T10:57:32.947427,South
